created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url,mention_username
Thu Nov 09 23:45:55 +0000 2023,1722762472367739337,"Fakta yang terkaburkan: Setelah 7 Oktober, Hamas menawarkan pembebasan tawanan, dengan ditukar gencatan senjata. Netanyahu menolak. Catat!!!  https://t.co/CzUKLv6Akl",3,7,202,266,in,158660810,1722762472367739337,afifahafra79,https://twitter.com/afifahafra79/status/1722762472367739337,
Thu Nov 09 23:35:14 +0000 2023,1722759785832145070,@Greschinov Idf nyariin hamas https://t.co/LeG6fTk5Cf,2,3,20,140,in,942411634156322816,1722635651072528867,Jhegiwa80,https://twitter.com/Jhegiwa80/status/1722759785832145070,Greschinov
Thu Nov 09 23:20:22 +0000 2023,1722756042835280353,Al-Qassam Laporkan Perkembangan Baru Keberhasilan Menghalau Musuh dari Jarak Dekat https://t.co/qYD0s3yOdm #gaza #Hamas,1,2,158,406,in,65991060,1722756042835280353,hidcom,https://twitter.com/hidcom/status/1722756042835280353,
Thu Nov 09 23:13:20 +0000 2023,1722754274504196478,"Yang di sini baru pada mulai nakal, sok-sokan bela zionis, sok netral, nyalah-nyalahin Hamas melulu, sementara dunia merengkuh Islam karena Gaza. Terasa sekali sentimen dunia berubah banget terhadap Barat dan AS pada khususnya. Pada akhirnya kita akan menang, insya Allah.",9,35,1042,2200,in,76241729,1722754274504196478,malakmalakmal,https://twitter.com/malakmalakmal/status/1722754274504196478,
Thu Nov 09 23:05:32 +0000 2023,1722752310978425221,Being anti-Hamas is pro-Palestinian.,6,37,62,409,in,41160276,1722752310978425221,prageru,https://twitter.com/prageru/status/1722752310978425221,
Thu Nov 09 23:01:21 +0000 2023,1722751258984083769,"Rata-rata para akun pendukung Hamas teroris itu seperti @here_zil ini. Intoleran dan penghina agama.  Kalo Tuhan kami bersempak, bertangan enam atau pohon sekalipun apa urusannya sama kau?   Teman-teman, tandain mukanya dan bantu report ya.  Terima kasih,",2,31,44,142,in,1451314964174491652,1722751258984083769,LoudMinorities,https://twitter.com/LoudMinorities/status/1722751258984083769,here_zil
Thu Nov 09 22:54:14 +0000 2023,1722749466728612265,"Breaking News ‼️ Kata tentara @IDF yang patroli di salah satu sekolah Gaza,ternyata ditemukan ruangan yang dipakai teroris HAMAS buat simpan Bahan Peledak &amp  senjata. Jadi emang sifat pengecutnya kliatan 😪  kaum sumbu pendek pasti gak kuat liat video ini  https://t.co/Jj3J6EweWj",19,165,83,204,in,930221061773213696,1722749466728612265,seleb_berita,https://twitter.com/seleb_berita/status/1722749466728612265,IDF
Thu Nov 09 22:43:55 +0000 2023,1722746870299341196,"Banyak orang Amerika lebih berhati nurani dan memahami duduk perkara, ketimbang si Buya Si mahatahu"" soal Hamas itu""",0,2,53,121,in,158660810,1722746870299341196,afifahafra79,https://twitter.com/afifahafra79/status/1722746870299341196,
Thu Nov 09 22:09:38 +0000 2023,1722738240405590195,Halaman Rumah sakit Indonesia di Gaza malam ini dibombardir 20 Pesawat Jet Tempur Zionis Yahudi Israel  RS jd target karena mereka nengira jd persembunyian Hamas Pak @prabowo ini sdh menyangkut marwah indonesia..mereka tabuh genderang perang..  #أبوعبيدة  #CeasefireInGazaNOW https://t.co/WtgRE89uGi,22,88,751,713,in,1104200981674287105,1722738240405590195,Been4Q59,https://twitter.com/Been4Q59/status/1722738240405590195,prabowo
Thu Nov 09 21:39:28 +0000 2023,1722730652033015894,Tiga Tentara Zionis Kembali Tewas oleh Penembak Jitu Al-Qassam di Jalur Gaza Tengah https://t.co/4wkqgNRkJr #Hamas,1,2,73,146,in,65991060,1722730652033015894,hidcom,https://twitter.com/hidcom/status/1722730652033015894,
Thu Nov 09 21:02:55 +0000 2023,1722721453915910396,"Saat Gaza dibombardir, semua pendukung Hamas bilang tentara IDF shrsnya perang darat spy lebih gentleman. Ternyata setelah masuk ke kota, tdk ditemukan tentara Hamas  Hamas bilang mrk tdk berada di medan perang utk membantu mengurangi korban perang. Bukannya itu disebut pengecut https://t.co/ZTc8TOWXw6",25,182,182,563,in,795498951336075264,1722721453915910396,SammiSoh,https://twitter.com/SammiSoh/status/1722721453915910396,
Thu Nov 09 20:58:58 +0000 2023,1722720456439193885,Terbukti Hamas menggunakan sekolah sebagai tempat pembuatan roket dan peluncuran roket. Mereka mengharap Israel bisa menembak balik ke titik ini sehingga menimbulkan korban meninggal dan luka anak2 sekolah dan guru  Bejad! https://t.co/wS9tcnzVE5,17,139,229,517,in,795498951336075264,1722720456439193885,SammiSoh,https://twitter.com/SammiSoh/status/1722720456439193885,
Thu Nov 09 19:04:52 +0000 2023,1722691744880640357,"Fast attack and fast looting. 😁 Ksatria sejati, tak takut dicaci tak gentar mati. Berhasil mengalahkan tank merkava meskipun hanya bersenjatakan AK-47 dan granat.  #Hamas #TaufanAlAqsha https://t.co/qkGUdI4aeP",29,28,866,2036,in,1376458830175870976,1722691744880640357,PecintaSejarah2,https://twitter.com/PecintaSejarah2/status/1722691744880640357,
Thu Nov 09 19:04:10 +0000 2023,1722691567738400925,@cordova_media Sel kulit mati kabarnya yang membunuh juga HAMAS,5,3,42,295,in,1228812322321289216,1722555793046937783,grdkiff,https://twitter.com/grdkiff/status/1722691567738400925,cordova_media
Thu Nov 09 18:55:54 +0000 2023,1722689489565548956,"@tanyakanrl jangan berhenti rt dan kasih dukungan buat palestine pls, kemaren israel ngelak ngebom rumah sakit selang berapa lama coba justifikasi nyerang karena katanya di bawahnya ada terowongan, terus karena engagement jurnalis di sana tinggi, mereka juga sekarang fitnah jurnalis = hamas",0,3,67,584,in,3147891072,1722684400004161780,milnupi,https://twitter.com/milnupi/status/1722689489565548956,tanyakanrl
Thu Nov 09 18:47:43 +0000 2023,1722687427901612171,@16yBall @tanyakanrl KENAPA GA LU AJA YG MATI ANJING? IBARAT KATA ITU HAMAS PAHLAWAN GAZA. GAADA SATUPUN WARGA GAZA YG JELEKIN HAMAS. JADI LU MANUSIA ANJING MENDING DIEM BANGSAT,1,5,7,226,in,585359822,1722684400004161780,Dayanaclarkk,https://twitter.com/Dayanaclarkk/status/1722687427901612171,"16yBall, tanyakanrl"
Thu Nov 09 18:32:49 +0000 2023,1722683679078748275,Sehemu ya Usalama ya Hamas. Ishara ya mrengo wake wa kijeshi. Imekamatwa na Brigade 162 - mafanikio muhimu na yenye maana kwa Israel https://t.co/SY0fny7jEa,3,2,28,140,in,1363848043540459524,1722683679078748275,AbroadTanzania,https://twitter.com/AbroadTanzania/status/1722683679078748275,
Thu Nov 09 18:27:10 +0000 2023,1722682255473316284,Satu negara yg paling diuntungkan dengan perang Russia-Ukraina dan Israel-Hamas adalah cuma 1 negara didunia yg tdk kena dampak apapun yaitu cuma CHINA. Catat!!!,1,6,31,113,in,252415154,1722682255473316284,Ronnie_Rusli,https://twitter.com/Ronnie_Rusli/status/1722682255473316284,
Thu Nov 09 17:27:11 +0000 2023,1722667162085871864,"🇮🇱 🇵🇸 Hamas : Kami menyangkal mencapai kesepakatan gencatan senjata dengan pendudukan, perundingan masih berlanjut, dan jika ada kesepakatan yg tercapai, hal ini akan diumumkan dengan jelas kepada rakyat kami.  ➡️ Israel melancarkan perang psikologis melaui media dan Kutil Babi.",1,6,154,403,in,497234852,1722667162085871864,yo2thok,https://twitter.com/yo2thok/status/1722667162085871864,
Thu Nov 09 17:10:46 +0000 2023,1722663028368511021,condemn hamas,0,11,27,239,in,1691827182442819584,1722663028368511021,robpatt___,https://twitter.com/robpatt___/status/1722663028368511021,
Thu Nov 09 17:08:23 +0000 2023,1722662430466331086,"@el_avraham awal bersatunya kita karna banyak kaum terpelajar, ada yg sekolah di belanda pas pulang bikin pergerakan sampai jadi sumpah pemuda, disana anak palestina belajar ga tenang, hidup ga stabil, susah buat mikir perjuangan lewat diplomasi krn ortunya pada dibom, mending masuk hamas 🤷",0,1,29,149,in,1555126697212919808,1722652634488914211,shitcommanders,https://twitter.com/shitcommanders/status/1722662430466331086,el_avraham
Thu Nov 09 17:08:03 +0000 2023,1722662345904988306,"🇵🇸 🇮🇱 Conflict Update  Mulai sekarang, syarat-syarat kita yang harus diikuti, kita adalah pemegang keputusan, lapangan pertempuran adalah wilayah kita sendiri, dan dengan pertolongan Allah kita akan menang dan mengakhiri pendudukan selamanya.  Kepemimpinan politik #Hamas dan… https://t.co/IvX8l9f2bu",22,84,656,1872,in,113764464,1722662345904988306,Avolanza,https://twitter.com/Avolanza/status/1722662345904988306,
Thu Nov 09 15:55:48 +0000 2023,1722644164616298548,"@Greschinov bahkan veteran idf sendiri curiga ama kejadian okt 7 n ga cuma dia doang yg curiga, bnyk warga civil jg tanda ? gov. sbnrny tau bakal da penculikan cm dibiarin &amp  dibantailah warga sendiri, salahin hamas buat alesan pembenaran supaya nguasain gaza https://t.co/nZ6V2aoeuf",4,8,100,320,in,521987425,1722635651072528867,TanyaKhaChi,https://twitter.com/TanyaKhaChi/status/1722644164616298548,Greschinov
Thu Nov 09 15:43:25 +0000 2023,1722641047258534356,"TERKINI  SUMBER TERDEKAT RUNDINGAN HAMAS-QATAR- ISRAEL MEMAKLUMKAN KEPADA THE GUARDIAN BAHAWA  PM ISRAEL, BENJAMIN NETANYAHU MENOLAK AGAR ADA GENCATAN SENJATA SELAMA 5 HARI SEBAGAI TIMBAL BALIK PEMBEBASAN TAWANAN DI GAZA https://t.co/EBYowSg8oT",84,63,598,524,in,2194068895,1722641047258534356,Marchfoward,https://twitter.com/Marchfoward/status/1722641047258534356,
Thu Nov 09 15:42:15 +0000 2023,1722640755670634780,"Di sini terlihat jelas kalo hamas targetin ya tentara zionist, BUKAN CIVILIANS! Klo nargetin civilians &amp  bombardir satu kota abis2an itu namanya GENOCIDE!",0,0,127,287,in,2410552237,1722640755670634780,dhita_pedhe,https://twitter.com/dhita_pedhe/status/1722640755670634780,
Thu Nov 09 15:28:07 +0000 2023,1722637197302747539,Sojojin Isra'ila sun yi gumurzu gaba da gaba da mayakan Hamas https://t.co/ccZRZBAm7U https://t.co/XYCwyHwRjj,1,11,19,229,in,128164488,1722637197302747539,RFI_Ha,https://twitter.com/RFI_Ha/status/1722637197302747539,
Thu Nov 09 15:21:58 +0000 2023,1722635651072528867,"Gue udah bikin thread komprehensif plus sumber valid bahwa Hamas tak terbukti membantai 1.400 sipil. Cek lanjutan Twit ini.  Nah, sekarang coba lo buktiin bahwa Hamas emang ngebantai sebanyak itu. Ingat: cantumkan sumber valid ya, minimal 10. Gue tunggu ya 👍",18,179,1828,6237,in,59980041,1722635651072528867,Greschinov,https://twitter.com/Greschinov/status/1722635651072528867,
Thu Nov 09 15:12:06 +0000 2023,1722633166958313570,"Ibrahim Abu-Maghsib, Mkuu wa Kitengo cha Makombora cha Kupambana na Vifaru cha Hamas katika Brigedi ya Kambi Kuu, aliuwawa katika shambulio la ndege za kivita kwa msingi wa ujasusi wa ISA na IDF. https://t.co/IUn9SGHyzh",0,4,2,114,in,1363848043540459524,1722633166958313570,AbroadTanzania,https://twitter.com/AbroadTanzania/status/1722633166958313570,
Thu Nov 09 15:08:05 +0000 2023,1722632155971616824,KEMASKINI  The Wall Street Journal melaporkan Presiden Mesir Abdel Fattah al-Sisi menolak cadangan US untuk Mesir menjadi pentadbir keselamatan Gaza untuk sementara waktu selepas kekalahan Hamas dalam perang ini. Ia sehinggalah Pihak Berkuasa Palestin (PA) berkemampuan untuk… https://t.co/VK74a8pNzc,34,47,781,1594,in,2194068895,1722632155971616824,Marchfoward,https://twitter.com/Marchfoward/status/1722632155971616824,
Thu Nov 09 14:59:09 +0000 2023,1722629907002671294,"Hamas ni shirika la jema la Palestina na bodi inayoongoza katika Ukanda wa Gaza.Ilianzishwa mwaka 1987 kama chipukizi la Muslim Brotherhood, Hamas inalenga kuangamiza Taifa la Israel na kuanzisha Dola ya Kiislamu mahali pake, na katiba yake rasmi ya kutaka Wayahudi wote wauawe. https://t.co/ic1W1whap2",0,11,10,183,in,1516632832013225987,1722629907002671294,ErnestKavol4,https://twitter.com/ErnestKavol4/status/1722629907002671294,
Thu Nov 09 14:55:42 +0000 2023,1722629038853042223,"Maafisa wa Israel Danny na Kushmaro wakiwa ndani ya Darasa kuonesha Hamas wanavyotumia madarasa, na nyumba za ibada kutunza silaha zao https://t.co/rixXSwfn2f",0,11,21,136,in,1363848043540459524,1722629038853042223,AbroadTanzania,https://twitter.com/AbroadTanzania/status/1722629038853042223,
Thu Nov 09 14:54:46 +0000 2023,1722628806123635028,"Satu bulan lebih pertempuran zionis dan Hamas, namun sampai saat ini zionis dan sekutunya yg bersenjata lengkap tidak bisa mengalahkan Hamas, sesungguhnya zionis israel dan amerika itu pengecut https://t.co/i9lfomSMKf",2,5,86,169,in,1450037307826860039,1722628806123635028,QianzyZ,https://twitter.com/QianzyZ/status/1722628806123635028,
Thu Nov 09 14:42:44 +0000 2023,1722625776892473714,"🇵🇸🇮🇱 Conflict Update  Mengejutkan, ternyata #IsraHell mengakui serangan 7th October adalah kesalahan mereka dan mereka juga mengakui telah membantai warganya sendiri, tapi nyalahin #Hamas  TERKONFIRMASI!  Israel mengakui bertanggung jawab atas pembantaian warganya pada konser 7… https://t.co/QIzOBfoiVm",11,4,226,265,in,113764464,1722625776892473714,Avolanza,https://twitter.com/Avolanza/status/1722625776892473714,
Thu Nov 09 14:13:46 +0000 2023,1722618487791878184,@cordova_media Yang matiin mic pas sidang kemaren sebenarnya bukan mbak puan tapi HAMAS,2,6,9,162,in,1489087854915457029,1722555793046937783,a_roisatu,https://twitter.com/a_roisatu/status/1722618487791878184,cordova_media
Thu Nov 09 14:02:19 +0000 2023,1722615605919183259,Nahangaishwa sana na kauli zinazotelewa na wizara ya mambo ya nje hasa waziri wake mwenye tuhuma za wizi na ulaji rushwa January Makamba juu ya vita vya Israel na Magaidi ya HAMAS huko Gaza.  Mwanzoni  nilidhani ni tabia yake ya kukurupuka na utoto lakini nadhani  kuna mahali… https://t.co/dcXBKUjdMS,6,1,12,133,in,2430656918,1722615605919183259,kigogo2014,https://twitter.com/kigogo2014/status/1722615605919183259,
Thu Nov 09 14:00:01 +0000 2023,1722615025284857915,"Milter Israel dan Hamas Bertempur Jarak Dekat di Gaza!  Pejabat Palestina mengatakan 10.569 orang tewas pada hari Rabu, 40 persen di antaranya adalah anak-anak. Sedangkan Israel mengatakan 33 tentaranya tewas. https://t.co/nrRGP4m38m",3,22,235,675,in,69183155,1722615025284857915,detikcom,https://twitter.com/detikcom/status/1722615025284857915,
Thu Nov 09 13:50:13 +0000 2023,1722612557993894084,"Ini pelajaran TK di Gaza. Dramatisasi tentara IDF dibunuh, pengajaran kebencian sejak usia dini, ajakan menjadi tentara Hamas. Tidak heran masyarakat Gaza adalah pendukung penuh Hamas dan kekejian mereka. Ini juga diajarkan di TV dan media di Gaza bhw non-muslim pantas diperkosa https://t.co/K2xptMEs2W",18,87,137,296,in,795498951336075264,1722612557993894084,SammiSoh,https://twitter.com/SammiSoh/status/1722612557993894084,
Thu Nov 09 13:45:52 +0000 2023,1722611466996768964,"IDF terheran2 pada ke mana Hamas?  Kota seolah kita hantu tanpa ada perlawanan dari tentara Hamas. IDF temukan senjata, roket, amunisi di rumah2 warga tapi dgn kosong penghuni. Sebenarnya Hamas mau main atau mau ngumpet di gorong2. Soalnya sepi banget. https://t.co/gtXdLQuggl",23,111,107,296,in,795498951336075264,1722611466996768964,SammiSoh,https://twitter.com/SammiSoh/status/1722611466996768964,
Thu Nov 09 13:42:41 +0000 2023,1722610663347105830,"🇵🇸 Pejuang Hamas sedang menonton berita di terowongan.  Peralatan dan senjata berseragam, serta ranjau anti-tank TS/6.1 Italia yang diperoleh dari Ukraina.  Semakin banyak bukti muncul bahwa senjata NATO ada di tangan Hamas. https://t.co/Setc8eCT5U",3,23,132,621,in,2256063276,1722610663347105830,SoftWarNews,https://twitter.com/SoftWarNews/status/1722610663347105830,
Thu Nov 09 13:41:07 +0000 2023,1722610271188058197,"Bagi warga Gaza, tetap lebih baik Hamas dibanding sisanya seisi dunia digabung jadi 1.  Hamas bisa cegah israel masuk darat Gaza.  Setidaknya seumpama dibunuh israel, meninggal dibom. Bukan disembelih dan diperkosa jarak dekat seperti saat zionis awal masuk Palestina.",0,3,36,141,in,1299360593703395329,1722610271188058197,Marimar_Aauw,https://twitter.com/Marimar_Aauw/status/1722610271188058197,
Thu Nov 09 13:17:26 +0000 2023,1722604311216304144,"@lilaccountz Hanya orang waras yang akan tetap membela palestina. Walaupun fitnah sana sini, banyak nyalahin hamas, Whatever you say. Free palestine. Go to hell israel dan pendukungnya.",0,2,10,276,in,1538466663242182657,1722468865815556475,AlifaSyahira20,https://twitter.com/AlifaSyahira20/status/1722604311216304144,lilaccountz
Thu Nov 09 13:14:45 +0000 2023,1722603633605550243,🇵🇸 🇮🇱 Conflict Update  Sekali lagi tentara #IsraHell mati terbunuh akibat bom dari #Hamas #AlQassam   #Gaza benar2 menjadi kuburan bagi mereka!! Alhamdulillah Allah Akbar!!  Beginilah nasib penjajah #Zionist di tanah #Palestina 😉  #FreePalestine #ConflictUpdate… https://t.co/Pcik7MQQCb,4,9,128,295,in,113764464,1722603633605550243,Avolanza,https://twitter.com/Avolanza/status/1722603633605550243,
Thu Nov 09 13:06:00 +0000 2023,1722601431193018840,"Perang Israel-Hamas Jadi Ajang Unjuk Senjata Houthi  Houthi memiliki basis di Yaman. Dalam konflik ini, sikap Houthi adalah membantu Hamas meluncurkan serangan ke Israel.  &gt &gt  https://t.co/nWRT8UXrA9  #detikinet",0,9,95,500,in,69183155,1722601431193018840,detikcom,https://twitter.com/detikcom/status/1722601431193018840,
Thu Nov 09 12:58:33 +0000 2023,1722599555441803654,Pemandangan‼️ Sejalan arahan serta jaminan keamanan militer Israel... ± 15 ribu warga meninggalkan Gaza Utara selasa wingi... Ketika IDF semakin intensif operasi darat... Memburu teroris hamas.  https://t.co/aIIBLUcsgg,12,44,73,232,in,1265895268936904709,1722599555441803654,_MbakSri_,https://twitter.com/_MbakSri_/status/1722599555441803654,
Thu Nov 09 12:56:35 +0000 2023,1722599061323432433,@LoudMinorities Sejak kapan hamas punya apache? Kalo jadi buzzer pinteran dikit dong.,0,2,8,135,in,1081868917260218368,1722596011439464591,xxxsbswan,https://twitter.com/xxxsbswan/status/1722599061323432433,LoudMinorities
Thu Nov 09 12:48:41 +0000 2023,1722597072938148290,"Hamas: Kami menyeru rakyat kami di seluruh Tebing Barat dan semua orang yang boleh membawa senjata untuk bergerak menghentikan kepungan kem Jenin dan bertempur dengan tentera penjajah fasis Zionis, dan meningkatkan penentangan dengan mereka dalam semua bentuk kemampuan.",3,3,578,844,in,250066452,1722597072938148290,numanmazlan,https://twitter.com/numanmazlan/status/1722597072938148290,
Thu Nov 09 12:44:28 +0000 2023,1722596011439464591,"Mantep sumber conspiracy theory anda, dari Megatron. Yang dari Opmitus Prime ada? Seperti saya bilang, pendukung Hamas akan selalu membela matian2, ika perlu sebar hoax. Sampai jumpa lagi 1-2 tahun kedepan sisa-sisa abu Hamas ditetapkan Teroris oleh dunia International.",44,238,30,147,in,1451314964174491652,1722596011439464591,LoudMinorities,https://twitter.com/LoudMinorities/status/1722596011439464591,
Thu Nov 09 12:42:26 +0000 2023,1722595499730166179,"@cordova_media Dinosaurus punah itu kerjaan Hamas. Bumi itu plat-trapesium, tapi ditutup-tutupi Hamas. Dulu gravitasi belum ada, iseng Hamas jatohin apel ke kepala Newton makanya muncul gravitasi. Kenapa alien masih alien, HAMAS!",3,14,44,395,in,438863968,1722555793046937783,cayurhaceum,https://twitter.com/cayurhaceum/status/1722595499730166179,cordova_media
Thu Nov 09 12:42:09 +0000 2023,1722595430884851899,Gerakan Perjuangan Islam Palestin (Hamas) mendedahkan berjaya memusnahkan 136 kenderaan perisai rejim Israel sejak operasi darat dimulakan di wilayah terkepung Gaza. https://t.co/8pdFh8usXl,3,4,474,951,in,250066452,1722595430884851899,numanmazlan,https://twitter.com/numanmazlan/status/1722595430884851899,
Thu Nov 09 12:39:13 +0000 2023,1722594692385394758,Drama buat cari donasi  Hamas teroris pecundang  Hamas bukan pejuang Hamas bukan mewakili palestina  https://t.co/3L7swtnqMk,9,77,68,157,in,1084315822464462854,1722594692385394758,Pejuang__rupiah,https://twitter.com/Pejuang__rupiah/status/1722594692385394758,
Thu Nov 09 12:36:19 +0000 2023,1722593961913745555,"🇵🇸 🇮🇱 Conflict Update  Alhamdulillah kali ini sniper #IsraHell kena sama sniper #AlQassam   🚨🇮🇱 Salah satu sniper terbaik Israel, Barib Yariel, baru saja dibunuh oleh penembak jitu Hamas.   🚨🇮🇱 Yariel memiliki tingkat keberhasilan 100% hingga suatu saat musuhnya memiliki… https://t.co/5kq0rcTNyM",5,13,126,418,in,113764464,1722593961913745555,Avolanza,https://twitter.com/Avolanza/status/1722593961913745555,
Thu Nov 09 12:32:15 +0000 2023,1722592937056538917,@cordova_media Hachi sebatang karang karena Hamas juga heheehehe,2,0,8,181,in,1085169564399263744,1722555793046937783,superhero1105,https://twitter.com/superhero1105/status/1722592937056538917,cordova_media
Thu Nov 09 12:14:36 +0000 2023,1722588498816102869,"Kabar‼️ Ket... ± Gaza...  Infrastruktur berikut 130 pintu terowongan/penyimpanan air/oksigen hamas cabul... Dihancurkan IDF... Sejak dimulai perang."" https://t.co/Zc1UkCZOvZ""",1,32,58,202,in,1265895268936904709,1722588498816102869,_MbakSri_,https://twitter.com/_MbakSri_/status/1722588498816102869,
