created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url,mention_username
Thu Nov 09 12:11:29 +0000 2023,1722587712304390333,"Wartawan tentera akhbar Israel Maariv mengesahkan bahawa Israel jauh daripada sebarang pencapaian ketenteraan utama di Semenanjung Gaza.  Penganalisis tentera untuk akhbar Yedioth Ahronoth, Ron Ben Yishai, berkata: Masih tiada tanda kejatuhan Hamas di Gaza, dan Israel tidak… https://t.co/JBX6Nme2UH""",5,5,182,240,in,289976069,1722587712304390333,mynewshub,https://twitter.com/mynewshub/status/1722587712304390333,
Thu Nov 09 12:01:21 +0000 2023,1722585162196938864,"Diberitakan Hamas mencuri makanan bantuan dari pengungsian. Tiga pemimpin Hamas malah hidup dgn mewah di atas penderitaan warga Gaza.  Boleh dikatakan dunia Islam dibutakan dgn kontras dan ketimpangan ini, jarak yg sgt jauh kondisi hidup mereka. https://t.co/kmmOBVGRY5",6,41,87,203,in,795498951336075264,1722585162196938864,SammiSoh,https://twitter.com/SammiSoh/status/1722585162196938864,
Thu Nov 09 11:50:12 +0000 2023,1722582355788148971,"Fix ya Hamas tidak membantai 1.400 warga sipil. 👍 Kalo masih ada yang ribut hAmAs teRoriS!!!1 nGebunUh 1.400 sipiLL!1""  ini dia emang bebal aja berarti.""",160,276,9065,20694,in,59980041,1722582355788148971,Greschinov,https://twitter.com/Greschinov/status/1722582355788148971,
Thu Nov 09 11:50:02 +0000 2023,1722582312804848093,Warga Gaza Tetap Tolak Pemerintah Abbas Jika Hamas Kalah https://t.co/Oaw1BXe9F6,18,22,37,163,in,17128975,1722582312804848093,CNNIndonesia,https://twitter.com/CNNIndonesia/status/1722582312804848093,
Thu Nov 09 11:41:33 +0000 2023,1722580179552498062,"@Outstandjing Dugaannya juga sih Israel sengaja membiarkan roket Hamas masuk, tujuannya biar bisa melakukan serangan balik dan mengusir warga Gaza, lalu terbitlah kanal besar yg mengalahkan Suez. Endingnya ekonomi juga.",2,6,16,285,in,250137365,1722557758057422882,dawgfromdahood,https://twitter.com/dawgfromdahood/status/1722580179552498062,Outstandjing
Thu Nov 09 11:36:14 +0000 2023,1722578839682101343,"Israel akan bangkrut dlm perang ini. Itu menurut media Konoha utk nyenangin hamas hamas kontet.  Israel itu negara kaya, dgn PDB US$522,03 th 2022, dan itu akan naik terus. PDB Israel mewakili 0,23% perekonomian dunia.  Org Yahudi diluar Israel pada kaya. Mereka bisa bantu. https://t.co/jB0d017dul",11,102,57,303,in,955388325099069441,1722578839682101343,DeHoutman_id,https://twitter.com/DeHoutman_id/status/1722578839682101343,
Thu Nov 09 11:17:05 +0000 2023,1722574024214278356,BISMILLAH ... ALHAMDULILLAH ... SUBHANALLAH ... ABU OBAIDAH ...!!  #أبوعبيدة  #Hamas  #GazaCeasefire #غزة_تزحف_الى_القدس #Gaza_Genocide https://t.co/CQmeG3ugVx,1,3,44,140,in,2444786456,1722574024214278356,fizaiq,https://twitter.com/fizaiq/status/1722574024214278356,
Thu Nov 09 11:13:51 +0000 2023,1722573210066321564,@cordova_media Yg bikin emyu udah menang trus akhirnya kalah kemaren malam Hamas!😂 @bedahplastik,0,3,3,227,in,54542495,1722555793046937783,visav710,https://twitter.com/visav710/status/1722573210066321564,"cordova_media, bedahplastik"
Thu Nov 09 11:02:02 +0000 2023,1722570236518395954,Kundi la Hamas ladai kuharibu magari ya kivita ya Israel https://t.co/Rtm7yV1jTx https://t.co/ntpPZRwX5x,1,9,9,234,in,18186609,1722570236518395954,bbcswahili,https://twitter.com/bbcswahili/status/1722570236518395954,
Thu Nov 09 10:44:36 +0000 2023,1722565849448665339,Cc @puanmaharani_ri       @Menlu_RI       @mohmahfudmd  7 Oktober Pembantaian Rakyat sipil Israel dilakukan HAMAS Dimana suara kalian² semua!! Apa perbuatan ini mulia dan tidak biadab? Mana Kutukan² dari kalian!!,1,49,65,147,in,1627508175833546754,1722565849448665339,Tulus_nih70,https://twitter.com/Tulus_nih70/status/1722565849448665339,"puanmaharani_ri, Menlu_RI, mohmahfudmd"
Thu Nov 09 10:34:30 +0000 2023,1722563305250971818,"Al-Mayadeen: Presiden Mesir, Abdel Fattah El-Sisi menolak cadangan daripada pengarah CIA untuk diwujudkan pentadbiran keselamatan Mesir di Semenanjung Gaza, sambil menegaskan bahawa Mesir tidak akan memainkan peranan dalam menghapuskan Hamas. https://t.co/eY9uhU77bT",4,5,78,187,in,250066452,1722563305250971818,numanmazlan,https://twitter.com/numanmazlan/status/1722563305250971818,
Thu Nov 09 10:27:30 +0000 2023,1722561542775029866,Upaya pembunuhan Presiden Mahmoud Abbas.  Seorang penjaga keamaan dinyatakan tewas dalam serangan.  Upaya pembunuhan ini kemungkinan dilakukan oleh Hamas terkait beberapa statement Presiden Mahmoud Abbas. https://t.co/GCll535ByK,3,25,63,134,in,955388325099069441,1722561542775029866,DeHoutman_id,https://twitter.com/DeHoutman_id/status/1722561542775029866,
Thu Nov 09 10:21:12 +0000 2023,1722559959668507140,"@Greschinov Lucu ini bro , semua tentang Hamas 😄 https://t.co/hYHoOSB3yF",153,43,282,776,in,844894994095779848,1722557968368239009,GundalaOfTruth,https://twitter.com/GundalaOfTruth/status/1722559959668507140,Greschinov
Thu Nov 09 10:15:50 +0000 2023,1722558608041484414,Ekonomi Israel makin terpuruk akibat perang. Seperti apa keadaannya?  #freepalestina #freepalestine #palestina #hamas #israel #prayforpalestine https://t.co/x0ZCH19Hfh,6,42,53,167,in,57261519,1722558608041484414,Metro_TV,https://twitter.com/Metro_TV/status/1722558608041484414,
Thu Nov 09 10:13:17 +0000 2023,1722557968368239009,"Tentara Israel paling jago bunuh anak kecil, tapi paling payah kalo disuruh cari Hamas.  Ada bocah ngeliatin lewat jendela aja mau ditembak, so sick.",132,124,4230,11564,in,59980041,1722557968368239009,Greschinov,https://twitter.com/Greschinov/status/1722557968368239009,
Thu Nov 09 10:07:39 +0000 2023,1722556550630474103,"Penganalisis tentera untuk akhbar Yedioth Ahronoth, Ron Ben Yishai, berkata: Masih tiada tanda kejatuhan Hamas di Gaza, dan Israel tidak pernah melihat sehingga kini, mana-mana pejuang muncul dengan tangan terangkat sebagai menyerah diri.""""",0,1,120,186,in,250066452,1722556550630474103,numanmazlan,https://twitter.com/numanmazlan/status/1722556550630474103,
Thu Nov 09 10:05:50 +0000 2023,1722556093375889430,Media Barat dan para Kutil Babi berusaha keras untuk menyalahkan Hamas atas pembantaian tersebut.,0,6,52,185,in,497234852,1722556090678927775,yo2thok,https://twitter.com/yo2thok/status/1722556093375889430,
Thu Nov 09 10:04:39 +0000 2023,1722555793046937783,Pokoknya semua salah Hamas... https://t.co/JN8OqBn3FZ,1050,289,4532,9871,in,958828572742856704,1722555793046937783,cordova_media,https://twitter.com/cordova_media/status/1722555793046937783,
Thu Nov 09 09:58:57 +0000 2023,1722554359987462423,"🇺🇸 🇮🇱 🇪🇬 Direktur CIA, William J Burns bertemu Presiden Mesir &amp  Direktur Biro Intelijen Umum di Mesir.   Mengajak Mesir bergabung dengan pasukan pendudukan yg akan didirikan di Gaza setelah Hamas dikalahkan. https://t.co/Vv1gzBaTpv",9,102,184,457,in,497234852,1722554359987462423,yo2thok,https://twitter.com/yo2thok/status/1722554359987462423,
Thu Nov 09 09:51:31 +0000 2023,1722552487364964659,"Kapten Yair Edou Netanyahu, anak saudara Benjamin Netanyahu yg mengetuai unit salah satu penembak hendap zionis di Gaza jg mampos &amp  dihantar ke neraka oleh penembak hendap Hamas.  #StandWithPalestine #VisitIsrael #ZionisMampos https://t.co/jyQeJlyEXG",52,35,735,1455,in,1109133163182194688,1722536428129976701,ellmartt8888,https://twitter.com/ellmartt8888/status/1722552487364964659,
Thu Nov 09 09:47:35 +0000 2023,1722551500491329774,Sebenarnya saya ingin juga sekali2 menjawab fitnah orang2 soal HAMAS di Gaza.  Cuma kok saya fikir percuma ya.   Orang yg mendukung Palestina gak perlu alasan soal HAMAS. Orang yg membenci Palestina juga gak perlu alasan soal HAMAS.,3,5,58,138,in,127448998,1722551500491329774,af1_,https://twitter.com/af1_/status/1722551500491329774,
Thu Nov 09 09:41:33 +0000 2023,1722549979301187672,"Allahu Akbar!  Penganalisis Tentera, Ron Ben Yichai berkata kepada Yedioth Ahronoth: Tiada tanda bahawa Hamas akan kalah di Gaza. Sehingga kini IOF tidak jumpa mana-mana Mujahidin yg angkat tangan mengaku kalah.  Sehingga kini IOF tidak mendapat sebarang langkah yang signifikan.",10,6,1126,1375,in,518755050,1722549979301187672,anasbadlatif,https://twitter.com/anasbadlatif/status/1722549979301187672,
Thu Nov 09 09:31:59 +0000 2023,1722547573171581327,"Maksudnya, Israel menegaskan mereka hanya memburu hamas. Bukan menarget warga sipil.  Ini fakta yang dilihat CNN.""  Apa beda ""fakta"" dan ""narasi""?""",10,97,295,983,in,34075325,1722547573171581327,ismailfahmi,https://twitter.com/ismailfahmi/status/1722547573171581327,
Thu Nov 09 09:27:01 +0000 2023,1722546323319377946,@MuhmmadSyafee Gambar kiri:  “Aku sedut ganja ni lepas aku baru je rogol perempuan palestine”  Gambar kanan:  Askar israel yang bernama Omer tabib dari Briged Nahal telah terbunuh pagi ini setelah terkena tembakan anti-tank misil oleh Hamas yang memasuki Israel. Dia mampos diusia 21 tahun.,2,2,18,236,in,101666692,1722479780833181878,Januarhaikal,https://twitter.com/Januarhaikal/status/1722546323319377946,MuhmmadSyafee
Thu Nov 09 09:23:57 +0000 2023,1722545552469217707,"💠 Situs web Walla Israel:  Seorang petugas dari Brigade Givati ​​​​terluka dalam operasi darat di Gaza: Kami menghadapi hantu dan jin di Gaza, dan meskipun ada persiapan tembakan yang intensif dari pesawat dan artileri, kami tidak tahu dari mana pejuang Hamas menyerang kami.",1,5,68,188,in,2256063276,1722545552469217707,SoftWarNews,https://twitter.com/SoftWarNews/status/1722545552469217707,
Thu Nov 09 09:22:45 +0000 2023,1722545247694053782,HAMAS!! https://t.co/viovJkPsb2,3,14,25,213,in,3243041116,1722545247694053782,claravonlangen,https://twitter.com/claravonlangen/status/1722545247694053782,
Thu Nov 09 09:14:41 +0000 2023,1722543221346074984,Berawal Dari Pembantaian dilakukan Hamas kepada Warga sipil   7 oktober 2023  👉✍️✍️✍️ https://t.co/weqiDkB4QG,17,139,124,228,in,1084315822464462854,1722543221346074984,Pejuang__rupiah,https://twitter.com/Pejuang__rupiah/status/1722543221346074984,
Thu Nov 09 08:47:42 +0000 2023,1722536428129976701,"Mampos  Salah seorang penembak hendap terbaik zionis, Barib Yariel dgn kadar kejayaan tembakan 100% yg selalu menyasarkan kanak-kanak Palestin akhirnya dihantar terus ke neraka oleh penembak hendap Hamas.  #StandWithPalestine #IsraelMampos #VisitIsrael #IsraelFood https://t.co/JLdJ7H603Q",132,76,2734,3904,in,1109133163182194688,1722536428129976701,ellmartt8888,https://twitter.com/ellmartt8888/status/1722536428129976701,
Thu Nov 09 08:44:53 +0000 2023,1722535718940270930,"Pemandangan horor setelah penyerangan Hamas  7 0ct 2023 di Festifal musik di wilayah Israel Selatan. Ini brutal dan murni kebencian.   Pendukung Hamas teroris pasti mengatakan video diatas Hoax atau ditembak oleh tentara Israel sendiri, https://t.co/lPEmiWE95g",26,187,205,487,in,1451314964174491652,1722535718940270930,LoudMinorities,https://twitter.com/LoudMinorities/status/1722535718940270930,
Thu Nov 09 08:43:49 +0000 2023,1722535452203516037,Allahu Akbar  Kmrn ber-tanya² gmn cara Pertempuran titik nol spt ini yg dimaksud Abu Ubaidah Jubir Al-Qassam Hamas dlm perang Palestina-Israel hadapi Tentara Yahudi di Gaza  Cerdas banget Ya Allah  #GenocideinGaza #FreePalestine  PDIP Cawapres Boneka Mahkamah Keluarga Anwar Usman https://t.co/2qk833GFbK,13,11,317,706,in,1099572472754581504,1722535452203516037,Aiek_Speechless,https://twitter.com/Aiek_Speechless/status/1722535452203516037,
Thu Nov 09 08:39:05 +0000 2023,1722534261222527020,"Zionis mengakui bahwa helikopter Apache Israel menembaki warga sipil Israel yang melarikan diri dari festival musik Supernova 7 Oktober.  Media Barat berusaha keras utk menyalahkan Hamas atas pembantaian ini, namun kini kita tahu bahwa Israel rela membunuh warganya sendiri. https://t.co/eVp9U3S8vf",24,24,587,740,in,2256063276,1722534261222527020,SoftWarNews,https://twitter.com/SoftWarNews/status/1722534261222527020,
Thu Nov 09 08:19:35 +0000 2023,1722529351798067370,"Kita juga harus sedar, bahawa IOF hanyalah menggunakan alasan Hamas &amp  terowong untuk melakukan pembunuhan ke atas rakyat Gaza dan mereka berkeras untuk merampas kawasan di Utara &amp  Tengah Gaza, walaupun telah ditegah oleh beberapa Kuasa Besar Dunia.  Moga rancangan mereka gagal!",1,0,53,232,in,518755050,1722528286486725083,anasbadlatif,https://twitter.com/anasbadlatif/status/1722529351798067370,
Thu Nov 09 08:11:43 +0000 2023,1722527374338904454,"@sautmkt Keren, drone Hamas dibuat di apartment. Believable sekali.   Gue percaya banget kalau itu mmg ada serpihan drone, tp sudah pernah liat drone Hamas kah? Coba dicompare aja mirip tidak dr segi design, shape, and structure/built.   Lbh kerennya lagi, exposed IsraHell selalu minim…",1,12,18,206,in,113764464,1722486944113074554,Avolanza,https://twitter.com/Avolanza/status/1722527374338904454,sautmkt
Thu Nov 09 07:41:06 +0000 2023,1722519666587832411,Mkuu wa haki za binadamu wa UN awashutumu Israel na Hamas kwa uhalifu wa kivita  https://t.co/OxIFfPajbO https://t.co/ns8T3quxAj,0,6,7,251,in,18186609,1722519666587832411,bbcswahili,https://twitter.com/bbcswahili/status/1722519666587832411,
Thu Nov 09 07:35:28 +0000 2023,1722518252159664515,"@ayatsucii Makanya, mungkin mereka pikirnya, Udahlah kita matiin Hamas sekalian sama warga kita, gak apa apa nanti tinggal kita salahin Hamas, barat pasti percaya kok"" 🤡""",0,3,21,314,in,59980041,1722341337830506525,Greschinov,https://twitter.com/Greschinov/status/1722518252159664515,ayatsucii
Thu Nov 09 07:29:07 +0000 2023,1722516653920194967,"Lagi ‼️ Pasukan Pampers @IDF menerbitkan  video baru yg menunjukkan operasi darat, yang dilakukan di Jabalia barat, utara Jalur Gaza, dan mengatakan bahwa mereka telah menyita lokasi dan senjata baru milik gerakan Hamas.  itu lihat 2 ekor babi main kuda lumping ................👇 https://t.co/TCFLr8jeoL",3,17,88,180,in,974940271493304320,1722516653920194967,IATeam___,https://twitter.com/IATeam___/status/1722516653920194967,IDF
Thu Nov 09 07:16:06 +0000 2023,1722513377287958897,"Baku Tembak Sengit, Hamas Klaim Hancurkan 6 Tank Israel di Jalur Gaza https://t.co/vXDozHP70Z",1,11,97,470,in,17128975,1722513377287958897,CNNIndonesia,https://twitter.com/CNNIndonesia/status/1722513377287958897,
Thu Nov 09 07:10:07 +0000 2023,1722511873336344732,Jokowi Ungkap Diutus OKI Temui Biden buat Setop Perang Israel-Hamas https://t.co/tYEptSYLSu,48,239,52,315,in,17128975,1722511873336344732,CNNIndonesia,https://twitter.com/CNNIndonesia/status/1722511873336344732,
Thu Nov 09 07:03:26 +0000 2023,1722510189721514482,"Ambasaderi wa Israel mu Rwanda, Einat Weiss, yatangaje ko igihugu cye gifata Umutwe wa Hamas wo muri Gaza nk’uw’iterabwoba kandi ukwiriye kurandurwa, nk’uko u Rwanda rubona uwa FDLR ubarizwa mu mashyamba yo mu Burasirazuba bwa Congo. https://t.co/09GW3sGhEw https://t.co/DJAlSMteYy",5,53,45,509,in,73877533,1722510189721514482,IGIHE,https://twitter.com/IGIHE/status/1722510189721514482,
Thu Nov 09 06:58:34 +0000 2023,1722508966557851796,Pasukan‼️ Israel berhasil merebut... Wilayah kekuasaan teroris selokan hamas... Gaza utara.   Per 3 hari lalu... Praktis hamas kehilangan kontrol. https://t.co/qZcWhx4gvS,5,49,75,286,in,1265895268936904709,1722508966557851796,_MbakSri_,https://twitter.com/_MbakSri_/status/1722508966557851796,
Thu Nov 09 06:42:55 +0000 2023,1722505026206396891,Tentara Israel gaya Rambo tak sadar ada sniper dari Hamas https://t.co/HLlZQlrce4,15,164,32,152,in,1677300906805846016,1722505026206396891,denmaswahab,https://twitter.com/denmaswahab/status/1722505026206396891,
Thu Nov 09 05:58:49 +0000 2023,1722493926832226728,Tempat persembunyian teroris hamas Pecundang  Perang koq ngumpet  https://t.co/6BrWZRiohx,11,131,70,230,in,1084315822464462854,1722493926832226728,Pejuang__rupiah,https://twitter.com/Pejuang__rupiah/status/1722493926832226728,
Thu Nov 09 05:51:02 +0000 2023,1722491969388368308,"Ide cemerlang Pak Anies utk Palestina , utk mempersatukan Palestina akan membawa generasi muda/anak2 dari berbagai faksi (hamas, fattah dll) utk datang ke Indonesia utk belajar di Indonesia.  Duh, capres kog sebriliant ini idenya , masyaAllah!! https://t.co/OgsuGWqcPi",6,18,170,482,in,1603593688005115905,1722491969388368308,Malika6027,https://twitter.com/Malika6027/status/1722491969388368308,
Thu Nov 09 05:42:21 +0000 2023,1722489784843764218,"Menteri Luar Jordan, Ayman Safadi: Hamas adalah ideologi yang tidak akan terhenti walau apa pun terjadi, dan sesiapa yang mahukan situasi berbeza mesti memenuhi hak rakyat Palestin. https://t.co/hIXbeoDw1L",0,3,269,530,in,250066452,1722489784843764218,numanmazlan,https://twitter.com/numanmazlan/status/1722489784843764218,
Thu Nov 09 05:29:31 +0000 2023,1722486556399907137,Yariel penembak jitu Zionis IDF memiliki tingkat keberhasilan 100% hingga musuhnya memiliki senjata.  Dia Tewas di tembus peluru penembak jitu Hamas. Ada kemungkinan Yariel masih bersama IDF jika dia tidak fokus menembak tempurung lutut anak-anak Palestina.,0,4,75,162,in,1182582278,1722486556399907137,HukumDan,https://twitter.com/HukumDan/status/1722486556399907137,
Thu Nov 09 05:27:09 +0000 2023,1722485960099946520,"KBBI: kualat/ku·a·lat/ adalah mendapat bencana (krn berbuat kurang baik kpd orang lain) atau kena tulah.  Gambar atas: Seleberasi atas pembantaian bangsa Israel oleh Hamas di kota Gaza  Gambar bawah: Dgn kepala tertunduk, mereka yg selebrasi berbaris, jalan, tinggalkan kota Gaza https://t.co/VG3sZzjJCO",11,71,113,297,in,795498951336075264,1722485960099946520,SammiSoh,https://twitter.com/SammiSoh/status/1722485960099946520,
Thu Nov 09 05:22:29 +0000 2023,1722484784906313911,"Media Arab: 8 Pemimpin Hamas Tinggalkan Gaza dan Hidup Mewah  Ini berita Republika. Ngutip dari Yedioth Ahronoth, Koran Israel.  Berani bener ya kalian Republika. Apa kalian gak takut dicap agen zionis, dicap yahudi pesek, dicari alamat rumah diajak ngopi""??  Pendukung Hamas yg… https://t.co/eCuV43KTo6""",28,188,192,465,in,33456112,1722484784906313911,muchlis_ar,https://twitter.com/muchlis_ar/status/1722484784906313911,
Thu Nov 09 05:09:44 +0000 2023,1722481574095335669,"Israel ngasih jendela waktu agar warga sipil di Gaza Utara mengevakuasi diri ke Selatan.   Maksudnya, Israel menegaskan mereka hanya memburu hamas. Bukan menarget warga sipil.  Ini fakta yang dilihat CNN.  Di medsos banyak yg melihat dari sisi lain: ini pengusiran massal. Ini…",99,594,213,617,in,33456112,1722481574095335669,muchlis_ar,https://twitter.com/muchlis_ar/status/1722481574095335669,
Thu Nov 09 04:52:08 +0000 2023,1722477145782694137,"@VIVAcoid Gila ya orang ini hebat bgt, lebih hapal oknum hamas korupsi di bandingin oknum pejabat kongkalikong mempertahankan kekuasaan 🤣🤣🤣",0,3,5,140,in,1651962667773595648,1722471620231794740,RevaldiRevv,https://twitter.com/RevaldiRevv/status/1722477145782694137,VIVAcoid
Thu Nov 09 04:30:10 +0000 2023,1722471620231794740,Arrazy Hasyim Ungkap Ada Oknum Hamas Selewengkan Uang Hasil Donasi untuk Palestina https://t.co/qAFuozLS3J #trending,65,494,94,402,in,41730943,1722471620231794740,VIVAcoid,https://twitter.com/VIVAcoid/status/1722471620231794740,
Thu Nov 09 03:47:36 +0000 2023,1722460905760534547,"Yg mengatakan tdk pro Hamas, coba dengar mbak bule ini. Juga yg sering menyalahkan Hamas/ membela IsraHell,kenapa IsraHell tetap menyerang west bank/tepi barat Palestina pdhl disana tdk ada Hamas. Intinya Zionist IsraHell biadab. @corbuzier #IsraeliNewNazism   #IsraeliNewNazism https://t.co/XzSbSLOrnI",16,10,545,649,in,1364716516751544321,1722460905760534547,QKhalita,https://twitter.com/QKhalita/status/1722460905760534547,corbuzier
Thu Nov 09 03:44:12 +0000 2023,1722460050378354886,"Buya Arrazy Dirujak Netizen Gegara Salahkan Hamas, Bang Onim: Ilmunya soal Isu Palestina Baru 1 Persen https://t.co/lR7KWB2tFV",5,47,72,269,in,3319260420,1722460050378354886,geloraco,https://twitter.com/geloraco/status/1722460050378354886,
Thu Nov 09 03:36:18 +0000 2023,1722458062026678601,"📢Diketahui tentang kematian Barib Yariel, penembak jitu terbaik Zionis israhell dari unit khusus Givati, yang tergabung dlm tentara Israel pada tahun 2012. Dibunuh oleh penembak jitu Al Qassam -Hamas.‌‌   sumber : vorposte https://t.co/aGmVBezASf",3,21,277,895,in,974940271493304320,1722458062026678601,IATeam___,https://twitter.com/IATeam___/status/1722458062026678601,
Thu Nov 09 03:28:42 +0000 2023,1722456150598439334,"@Hilmi28 terlepas dari AI atau bukan , tp visual mereka emang masyaAllah sih . trus mentalnya jg udh terbina. ada yg dr anak kehilangan keluarga trus masuk ke hamas . terlepas dr pro kontra apapun, hanya Allah yg tau. dan semoga kebenaran selalu di lindungi oleh Allah,""",0,3,7,172,in,1333580950446305281,1722438800566321462,xinyuthingker,https://twitter.com/xinyuthingker/status/1722456150598439334,Hilmi28
